# T_eV,rate_cm3_s
# He electron-impact ionization rate averaged over a 3D Maxwellian
# Generated with He_EII_cross, a_11s, and E_ion
2.095662399480432980e-01,8.683262654638334256e-61
2.110203428568595552e-01,1.956773930555361511e-60
2.124845352498882789e-01,4.385105976067019822e-60
2.139588871343422183e-01,9.772775714835170688e-60
2.154434690031883370e-01,2.166061226182044892e-59
2.169383518385184229e-01,4.774797177472457062e-59
2.184436071149427339e-01,1.046855802442905528e-58
2.199593068030074872e-01,2.282878280593302426e-58
2.214855233726359951e-01,4.951750011852363067e-58
2.230223297965937546e-01,1.068392244043595230e-57
2.245697995539774061e-01,2.293056146640917490e-57
2.261280066337278405e-01,4.895830514934989442e-57
2.276970255381680075e-01,1.039875756581861239e-56
2.292769312865649278e-01,2.197331007867388785e-56
2.308677994187168514e-01,4.619382462329450988e-56
2.324697059985647851e-01,9.661890482372607579e-56
2.340827276178293059e-01,2.010690809861505400e-55
2.357069413996727703e-01,4.163404472682783551e-55
2.373424250023866700e-01,8.578020433399926297e-55
2.389892566231049675e-01,1.758634694717393935e-54
2.406475150015424114e-01,3.587807310172292076e-54
2.423172794237599403e-01,7.283870571879884572e-54
2.439986297259550130e-01,1.471599349833532530e-53
2.456916462982790816e-01,2.958868962846117287e-53
2.473964100886813511e-01,5.920863864636877780e-53
2.491130026067788494e-01,1.179184979278212450e-52
2.508415059277540049e-01,2.337386561511543459e-52
2.525820026962784515e-01,4.611529732971916495e-52
2.543345761304649510e-01,9.056061773195778433e-52
2.560993100258458499e-01,1.770221301728886474e-51
2.578762887593800679e-01,3.444477926032352583e-51
2.596655972934870937e-01,6.671763536074570489e-51
2.614673211801092356e-01,1.286450040868885664e-50
2.632815465648021269e-01,2.469413368906029642e-50
2.651083601908538201e-01,4.719073176027238014e-50
2.669478494034320804e-01,8.978319153168771209e-50
2.688001021537606006e-01,1.700677825760694897e-49
2.706652070033241375e-01,3.207383730386304449e-49
2.725432531281029025e-01,6.022748757090914248e-49
2.744343303228364839e-01,1.126072940924894271e-48
2.763385290053169685e-01,2.096424176397489848e-48
2.782559402207124277e-01,3.886381923405912296e-48
2.801866556459195468e-01,7.174278123221101793e-48
2.821307675939472293e-01,1.318833584166320291e-47
2.840883690183303445e-01,2.414312049657161285e-47
2.860595535175741722e-01,4.401501876463562418e-47
2.880444153396296558e-01,7.991436461449290975e-47
2.900430493863991877e-01,1.445032382393675053e-46
2.920555512182746449e-01,2.602383470841175668e-46
2.940820170587062909e-01,4.667863180568467099e-46
2.961225437988034281e-01,8.339309734025941932e-46
2.981772290019671923e-01,1.483949817561857990e-45
3.002461709085549324e-01,2.630251820029433479e-45
3.023294684405777866e-01,4.643829313666497130e-45
3.044272212064301764e-01,8.167096535112804522e-45
3.065395295056526637e-01,1.430814351729437676e-44
3.086664943337272815e-01,2.497092333745756640e-44
3.108082173869063936e-01,4.341433038277049505e-44
3.129648010670751934e-01,7.519521443408313177e-44
3.151363484866478437e-01,1.297529397503939028e-43
3.173229634734976989e-01,2.230618810757733818e-43
3.195247505759211681e-01,3.820549473308734260e-43
3.217418150676371602e-01,6.519731272647786763e-43
3.239742629528197249e-01,1.108531333987569863e-42
3.262222009711668869e-01,1.877982737330560439e-42
3.284857366030044523e-01,3.170088753644739145e-42
3.307649780744240653e-01,5.332099365690289508e-42
3.330600343624588455e-01,8.936814496037094059e-42
3.353710152002930545e-01,1.492573011944897581e-41
3.376980310825090648e-01,2.484089965203311938e-41
3.400411932703706896e-01,4.119916746531959824e-41
3.424006137971423724e-01,6.809408062525199536e-41
3.447764054734464012e-01,1.121606266835431870e-40
3.471686818926561502e-01,1.841161621868039362e-40
3.495775574363274574e-01,3.012132159514636466e-40
3.520031472796679717e-01,4.911304799091476243e-40
3.544455673970434706e-01,7.981243672171987221e-40
3.569049345675229801e-01,1.292721774924051732e-39
3.593813663804627523e-01,2.086941588418978061e-39
3.618749812411279354e-01,3.358119252388645747e-39
3.643858983763545445e-01,5.386073983741077998e-39
3.669142378402492910e-01,8.610901356687125142e-39
3.694601205199302685e-01,1.372254508530953186e-38
3.720236681413067736e-01,2.179917499812427333e-38
3.746050032748992065e-01,3.452027994638311457e-38
3.772042493416998266e-01,5.449377255427990968e-38
3.798215306190735330e-01,8.575651911074872399e-38
3.824569722466998889e-01,1.345378375999865222e-37
3.851107002325570572e-01,2.104204915373935984e-37
3.877828414589456485e-01,3.281006600656233675e-37
3.904735236885560901e-01,5.100477029908512965e-37
3.931828755705769063e-01,7.905114716084722702e-37
3.959110266468458539e-01,1.221541576421314014e-36
3.986581073580440782e-01,1.882001525103917178e-36
4.014242490499320692e-01,2.891027438465394158e-36
4.042095839796306933e-01,4.428063119972013131e-36
4.070142453219438017e-01,6.762596889887665769e-36
4.098383671757261371e-01,1.029816881683099929e-35
4.126820845702953711e-01,1.563730701746172159e-35
4.155455334718875515e-01,2.367706955486436982e-35
4.184288507901581244e-01,3.574921333207146349e-35
4.213321743847288081e-01,5.382524864827611806e-35
4.242556430717777105e-01,8.081556625194176667e-35
4.271993966306779078e-01,1.210045671979065909e-34
4.301635758106794882e-01,1.806818634024535267e-34
4.331483223376399461e-01,2.690553589937621442e-34
4.361537789208004834e-01,3.995684555329748885e-34
4.391800892596086081e-01,5.917950444743299612e-34
4.422273980505899149e-01,8.741583227171013836e-34
4.452958509942655518e-01,1.287821049749701893e-33
4.483855948021187587e-01,1.892237058702112309e-33
4.514967772036100890e-01,2.773052335660296212e-33
4.546295469532399269e-01,4.053320344793060584e-33
4.577840538376618529e-01,5.909380014365368041e-33
4.609604486828433600e-01,8.593276215080289933e-33
4.641588833612778631e-01,1.246433655182065503e-32
4.673795107992462228e-01,1.803352941968322988e-32
4.706224849841281754e-01,2.602561756721965765e-32
4.738879609717653318e-01,3.746602536774251651e-32
4.771760948938745805e-01,5.380194059014404570e-32
4.804870439655130054e-01,7.707071997459943033e-32
4.838209664925955944e-01,1.101334939119559874e-31
4.871780218794632411e-01,1.569984123974374989e-31
4.905583706365048147e-01,2.232668336425546468e-31
4.939621743878320759e-01,3.167477152622039469e-31
4.973895958790063854e-01,4.483015703052545744e-31
5.008407989848211450e-01,6.329969793980005103e-31
5.043159487171360311e-01,8.916916321446501813e-31
5.078152112327672940e-01,1.253188611533821010e-30
5.113387538414325695e-01,1.757170296144956223e-30
5.148867450137493140e-01,2.458180981379891660e-30
5.184593543892911383e-01,3.431020533601024140e-30
5.220567527846976530e-01,4.778032162410037362e-30
5.256791122018421580e-01,6.638926931708935587e-30
5.293266058360561743e-01,9.203997882738710184e-30
5.329994080844089321e-01,1.273185309649964423e-29
5.366976945540474775e-01,1.757315969118680927e-29
5.404216420705916235e-01,2.420236543663252599e-29
5.441714286865890760e-01,3.325998456756564806e-29
5.479472336900287344e-01,4.560884209636807684e-29
5.517492376129126130e-01,6.240872102293375068e-29
5.555776222398876030e-01,8.521521902194279682e-29
5.594325706169378520e-01,1.161103843185585974e-28
5.633142670601354318e-01,1.578749775688435218e-28
5.672228971644543982e-01,2.142151410837804098e-28
5.711586478126432498e-01,2.900600303170065589e-28
5.751217071841612238e-01,3.919518046844864588e-28
5.791122647641759880e-01,5.285555748546093128e-28
5.831305113526221717e-01,7.113248256581553265e-28
5.871766390733255125e-01,9.553679346791969774e-28
5.912508413831878418e-01,1.280574258801928026e-27
5.953533130814369079e-01,1.713074579989180996e-27
5.994842503189410365e-01,2.287131379792968440e-27
6.036438506075867405e-01,3.047580560362005318e-27
6.078323128297229427e-01,4.052979227759057750e-27
6.120498372476699256e-01,5.379655711443989128e-27
6.162966255132941162e-01,7.126910227281004267e-27
6.205728806776501516e-01,9.423680111757913878e-27
6.248788072006891126e-01,1.243706557920556307e-26
6.292146109610343707e-01,1.638321443660142855e-26
6.335804992658250478e-01,2.154119198441934618e-26
6.379766808606280870e-01,2.827062137853427736e-26
6.424033659394192686e-01,3.703407728817697196e-26
6.468607661546326160e-01,4.842546061363999779e-26
6.513490946272803006e-01,6.320588510356736603e-26
6.558685659571431570e-01,8.234898102940525696e-26
6.604193962330303647e-01,1.070979825101226699e-25
6.650018030431119609e-01,1.390375328456247486e-25
6.696160054853220744e-01,1.801838395162270081e-25
6.742622241778342129e-01,2.330976653099360426e-25
6.789406812696109350e-01,3.010256880041733574e-25
6.836516004510236888e-01,3.880770385705060868e-25
6.883952069645498106e-01,4.994433854355863125e-25
6.931717276155405782e-01,6.416728278787339309e-25
6.979813907830659803e-01,8.230101643924248599e-25
7.028244264308348699e-01,1.053818894278710829e-24
7.077010661181887263e-01,1.347103691063119244e-24
7.126115430111746862e-01,1.719156171054576355e-24
7.175560918936926269e-01,2.190351707758980269e-24
7.225349491787214085e-01,2.786130976393384265e-24
7.275483529196228316e-01,3.538207045598422341e-24
7.325965428215229780e-01,4.486047393348083181e-24
7.376797602527732645e-01,5.678690479047537585e-24
7.427982482564916555e-01,7.176968768802867997e-24
7.479522515621821466e-01,9.056224755171359039e-24
7.531420165974371805e-01,1.140962396875399336e-23
7.583677914997191127e-01,1.435218975210737021e-23
7.636298261282243871e-01,1.802570924620948775e-23
7.689283720758310903e-01,2.260468931275834951e-23
7.742636826811269968e-01,2.830357578025810603e-23
7.796360130405233235e-01,3.538549038478667113e-23
7.850456200204509738e-01,4.417278815119616382e-23
7.904927622696422684e-01,5.505979496925822193e-23
7.959777002314983863e-01,6.852815219611772892e-23
8.015006961565405152e-01,8.516527391478695520e-23
8.070620141149503768e-01,1.056865149013008901e-22
8.126619200091945716e-01,1.309617555870363792e-22
8.183006815867391870e-01,1.620472368558872507e-22
8.239785684528517784e-01,2.002236252608246476e-22
8.296958520834906148e-01,2.470414614651414998e-22
8.354528058382867384e-01,3.043753451592484969e-22
8.412497049736118448e-01,3.744884426463176204e-22
8.470868266557404214e-01,4.601091735905459781e-22
8.529644499741022567e-01,5.645222466015260445e-22
8.588828559546252128e-01,6.916765756495530339e-22
8.648423275731722537e-01,8.463130278601957191e-22
8.708431497690723999e-01,1.034115436037672476e-21
8.768856094587428318e-01,1.261888865362820356e-21
8.829699955494089147e-01,1.537769763298576633e-21
8.890965989529160396e-01,1.871473356283910765e-21
8.952657125996396070e-01,2.274584499193478484e-21
9.014776314524917122e-01,2.760899148236316626e-21
9.077326525210226427e-01,3.346824731147924059e-21
9.140310748756229620e-01,4.051848948292721179e-21
9.203731996618222944e-01,4.899087974837386032e-21
9.267593301146878071e-01,5.915926669998924642e-21
9.331897715733238341e-01,7.134765259571515042e-21
9.396648314954693104e-01,8.593889070336909402e-21
9.461848194721999006e-01,1.033848029046005514e-20
9.527500472427292699e-01,1.242179344277900283e-20
9.593608287093141618e-01,1.490651932587377109e-20
9.660174799522646127e-01,1.786636564273688956e-20
9.727203192450539770e-01,2.138788644485885993e-20
9.794696670695393070e-01,2.557259692134298658e-20
9.862658461312823199e-01,3.053941501403607769e-20
9.931091813749796104e-01,3.642747690186704439e-20
1.000000000000000000e+00,4.339937963770026830e-20
1.006938631476027579e+00,5.164491121248267829e-20
1.013925407558815328e+00,6.138533614452963376e-20
1.020960662306046540e+00,7.287831343396433882e-20
1.028044732093309266e+00,8.642353347897237206e-20
1.035177955630176339e+00,1.023691714253067176e-19
1.042360673976401753e+00,1.211192665260705265e-19
1.049593230558227619e+00,1.431421505472122937e-19
1.056875971184803920e+00,1.689800631976749919e-19
1.064209244064724169e+00,1.992601091346024573e-19
1.071593399822671211e+00,2.347067294476106506e-19
1.079028791516184249e+00,2.761558808282161118e-19
1.086515774652538457e+00,3.245711380596689177e-19
1.094054707205742494e+00,3.810619602110310014e-19
1.101645949633656363e+00,4.469043881932597094e-19
1.109289864895222744e+00,5.235644713549356263e-19
1.116986818467823106e+00,6.127247537973593214e-19
1.124737178364751955e+00,7.163141873244306868e-19
1.132541315152811423e+00,8.365418776809301205e-19
1.140399601970032428e+00,9.759351142590734240e-19
1.148312414543511073e+00,1.137382181070608306e-18
1.156280131207376050e+00,1.324180498813207626e-18
1.164303132920876838e+00,1.540090704644854098e-18
1.172381803286598467e+00,1.789397338180090023e-18
1.180516528568804846e+00,2.076976869616787497e-18
1.188707697711903322e+00,2.408373879192049290e-18
1.196955702359043361e+00,2.789886276773621201e-18
1.205260936870842681e+00,3.228660536758981499e-18
1.213623798344240612e+00,3.732798017043487865e-18
1.222044686631488020e+00,4.311473532116487635e-18
1.230524004359261570e+00,4.975067459854192425e-18
1.239062156947916327e+00,5.735312779832690426e-18
1.247659552630869806e+00,6.605458568527298610e-18
1.256316602474120803e+00,7.600451614170034900e-18
1.265033720395903227e+00,8.737137961893215240e-18
1.273811323186478495e+00,1.003448635870622008e-17
1.282649830528060475e+00,1.151383573846183248e-17
1.291549665014884107e+00,1.319916906992234836e-17
1.300511252173409238e+00,1.511741608699144609e-17
1.309535020482667012e+00,1.729878762982850439e-17
1.318621401394748593e+00,1.977714454959754936e-17
1.327770829355429782e+00,2.259040436873711807e-17
1.336983741824946614e+00,2.578098914360328639e-17
1.346260579298910409e+00,2.939631824785020657e-17
1.355601785329368258e+00,3.348935008373654631e-17
1.365007806546013835e+00,3.811917703541759918e-17
1.374479092677537428e+00,4.335167830394859536e-17
1.384016096573131627e+00,4.926023560896706669e-17
1.393619274224142668e+00,5.592651710754972583e-17
1.403289084785872332e+00,6.344133526734184987e-17
1.413025990599533710e+00,7.190558483945030143e-17
1.422830457214352640e+00,8.143126750749933572e-17
1.432702953409831004e+00,9.214261024342525877e-17
1.442643951218158138e+00,1.041772848786524921e-16
1.452653925946780555e+00,1.176877369020115180e-16
1.462733356201129986e+00,1.328426320237036082e-16
1.472882723907502633e+00,1.498284295984231802e-16
1.483102514336104516e+00,1.688510925810473209e-16
1.493393216124252687e+00,1.901379442955216915e-16
1.503755321299737657e+00,2.139396829323293662e-16
1.514189325304351907e+00,2.405325653525981620e-16
1.524695727017573832e+00,2.702207724678472028e-16
1.535275028780422657e+00,3.033389691840650461e-16
